"Date Time        ","0.56v docked first row then 0.76v undocked Adjusted vBatt"
2024-03-22 03:00:16,11.117
2024-03-22 03:00:22,11.134
2024-03-22 03:00:28,11.108
2024-03-22 03:00:34,11.117
2024-03-22 03:00:40,11.005
2024-03-22 03:00:46,11.117
2024-03-22 03:00:52,11.099
2024-03-22 03:00:58,11.099
2024-03-22 03:01:04,11.108
2024-03-22 03:01:10,11.108
2024-03-22 03:01:16,11.099
2024-03-22 03:01:22,11.099
2024-03-22 03:01:28,11.099
2024-03-22 03:01:34,11.091
2024-03-22 03:01:40,11.074
2024-03-22 03:01:46,11.099
2024-03-22 03:01:52,11.082
2024-03-22 03:01:58,11.091
2024-03-22 03:02:04,11.108
2024-03-22 03:02:10,10.979
2024-03-22 03:02:16,11.082
2024-03-22 03:02:22,11.099
2024-03-22 03:02:28,11.082
2024-03-22 03:02:34,11.074
2024-03-22 03:02:40,11.091
2024-03-22 03:02:46,11.057
2024-03-22 03:02:52,11.074
2024-03-22 03:02:58,11.057
2024-03-22 03:03:04,11.065
2024-03-22 03:03:10,11.065
2024-03-22 03:03:16,11.074
2024-03-22 03:03:22,11.091
2024-03-22 03:03:28,11.099
2024-03-22 03:03:34,11.074
2024-03-22 03:03:40,11.065
2024-03-22 03:03:46,11.082
2024-03-22 03:03:52,11.057
2024-03-22 03:03:58,11.057
2024-03-22 03:04:04,11.065
2024-03-22 03:04:10,11.074
2024-03-22 03:04:16,11.048
2024-03-22 03:04:22,11.048
2024-03-22 03:04:28,11.048
2024-03-22 03:04:34,11.065
2024-03-22 03:04:40,11.065
2024-03-22 03:04:46,11.057
2024-03-22 03:04:52,11.065
2024-03-22 03:04:58,10.979
2024-03-22 03:05:04,11.074
2024-03-22 03:05:10,11.057
2024-03-22 03:05:16,10.928
2024-03-22 03:05:22,11.082
2024-03-22 03:05:28,11.048
2024-03-22 03:05:34,11.074
2024-03-22 03:05:40,11.057
2024-03-22 03:05:46,11.039
2024-03-22 03:05:52,11.057
2024-03-22 03:05:58,11.005
2024-03-22 03:06:04,11.065
2024-03-22 03:06:10,11.065
2024-03-22 03:06:16,11.048
2024-03-22 03:06:22,11.065
2024-03-22 03:06:28,11.057
2024-03-22 03:06:34,11.057
2024-03-22 03:06:40,11.057
2024-03-22 03:06:46,10.928
2024-03-22 03:06:52,11.048
2024-03-22 03:06:58,11.022
2024-03-22 03:07:04,11.057
2024-03-22 03:07:10,11.065
2024-03-22 03:07:16,11.031
2024-03-22 03:07:22,10.997
2024-03-22 03:07:28,11.048
2024-03-22 03:07:34,11.031
2024-03-22 03:07:40,11.048
2024-03-22 03:07:46,11.022
2024-03-22 03:07:52,10.937
2024-03-22 03:07:58,11.005
2024-03-22 03:08:04,10.997
2024-03-22 03:08:10,11.031
2024-03-22 03:08:16,10.911
2024-03-22 03:08:22,11.031
2024-03-22 03:08:28,11.031
2024-03-22 03:08:34,10.979
2024-03-22 03:08:40,11.022
2024-03-22 03:08:46,10.997
2024-03-22 03:08:52,10.997
2024-03-22 03:08:58,10.988
2024-03-22 03:09:04,11.014
2024-03-22 03:09:10,10.945
2024-03-22 03:09:16,10.988
2024-03-22 03:09:22,11.005
2024-03-22 03:09:28,11.014
2024-03-22 03:09:34,10.979
2024-03-22 03:09:40,10.997
2024-03-22 03:09:46,10.885
2024-03-22 03:09:52,10.988
2024-03-22 03:09:58,10.988
2024-03-22 03:10:04,11.014
2024-03-22 03:10:10,10.962
2024-03-22 03:10:16,11.014
2024-03-22 03:10:22,10.937
2024-03-22 03:10:28,10.962
2024-03-22 03:10:34,10.988
2024-03-22 03:10:40,10.962
2024-03-22 03:10:46,10.971
2024-03-22 03:10:52,11.014
2024-03-22 03:10:58,10.971
2024-03-22 03:11:04,10.962
2024-03-22 03:11:10,10.988
2024-03-22 03:11:16,10.911
2024-03-22 03:11:22,10.997
2024-03-22 03:11:28,10.954
2024-03-22 03:11:34,10.979
2024-03-22 03:11:40,10.971
2024-03-22 03:11:46,10.954
2024-03-22 03:11:52,10.997
2024-03-22 03:11:58,10.962
2024-03-22 03:12:04,10.979
2024-03-22 03:12:10,10.962
2024-03-22 03:12:16,10.937
2024-03-22 03:12:22,10.945
2024-03-22 03:12:28,10.954
2024-03-22 03:12:34,10.954
2024-03-22 03:12:40,10.954
2024-03-22 03:12:46,10.894
2024-03-22 03:12:52,10.954
2024-03-22 03:12:58,10.971
2024-03-22 03:13:04,10.937
2024-03-22 03:13:10,10.954
2024-03-22 03:13:16,10.945
2024-03-22 03:13:22,10.971
2024-03-22 03:13:28,10.937
2024-03-22 03:13:34,10.919
2024-03-22 03:13:40,10.937
2024-03-22 03:13:46,10.945
2024-03-22 03:13:52,10.928
2024-03-22 03:13:58,10.954
2024-03-22 03:14:04,10.945
2024-03-22 03:14:10,10.937
2024-03-22 03:14:16,10.877
2024-03-22 03:14:22,10.919
2024-03-22 03:14:28,10.928
2024-03-22 03:14:34,10.962
2024-03-22 03:14:40,10.902
2024-03-22 03:14:46,10.928
2024-03-22 03:14:52,10.937
2024-03-22 03:14:58,10.911
2024-03-22 03:15:04,10.937
2024-03-22 03:15:10,10.919
2024-03-22 03:15:16,10.945
2024-03-22 03:15:22,10.902
2024-03-22 03:15:28,10.937
2024-03-22 03:15:34,10.937
2024-03-22 03:15:40,10.919
2024-03-22 03:15:46,10.842
2024-03-22 03:15:52,10.919
2024-03-22 03:15:58,10.911
2024-03-22 03:16:04,10.937
2024-03-22 03:16:10,10.902
2024-03-22 03:16:16,10.919
2024-03-22 03:16:22,10.937
2024-03-22 03:16:28,10.928
2024-03-22 03:16:34,10.902
2024-03-22 03:16:40,10.928
2024-03-22 03:16:46,10.911
2024-03-22 03:16:52,10.919
2024-03-22 03:16:58,10.928
2024-03-22 03:17:04,10.911
2024-03-22 03:17:10,10.928
2024-03-22 03:17:16,10.808
2024-03-22 03:17:22,10.885
2024-03-22 03:17:28,10.885
2024-03-22 03:17:34,10.919
2024-03-22 03:17:40,10.885
2024-03-22 03:17:46,10.902
2024-03-22 03:17:52,10.885
2024-03-22 03:17:58,10.894
2024-03-22 03:18:04,10.877
2024-03-22 03:18:10,10.902
2024-03-22 03:18:16,10.911
2024-03-22 03:18:22,10.911
2024-03-22 03:18:28,10.86
2024-03-22 03:18:34,10.825
2024-03-22 03:18:40,10.937
2024-03-22 03:18:46,10.748
2024-03-22 03:18:52,10.885
2024-03-22 03:18:58,10.877
2024-03-22 03:19:04,10.885
2024-03-22 03:19:10,10.945
2024-03-22 03:19:16,10.868
2024-03-22 03:19:22,10.902
2024-03-22 03:19:28,10.902
2024-03-22 03:19:34,10.868
2024-03-22 03:19:40,10.919
2024-03-22 03:19:46,10.885
2024-03-22 03:19:52,10.902
2024-03-22 03:19:58,10.868
2024-03-22 03:20:04,10.877
2024-03-22 03:20:10,10.911
2024-03-22 03:20:16,10.74
2024-03-22 03:20:22,10.894
2024-03-22 03:20:28,10.911
2024-03-22 03:20:34,10.877
2024-03-22 03:20:40,10.86
2024-03-22 03:20:46,10.894
2024-03-22 03:20:52,10.868
2024-03-22 03:20:58,10.894
2024-03-22 03:21:04,10.825
2024-03-22 03:21:10,10.885
2024-03-22 03:21:16,10.877
2024-03-22 03:21:22,10.851
2024-03-22 03:21:28,10.877
2024-03-22 03:21:34,10.868
2024-03-22 03:21:40,10.86
2024-03-22 03:21:46,10.842
2024-03-22 03:21:52,10.86
2024-03-22 03:21:58,10.877
2024-03-22 03:22:04,10.842
2024-03-22 03:22:10,10.834
2024-03-22 03:22:16,10.842
2024-03-22 03:22:22,10.817
2024-03-22 03:22:28,10.868
2024-03-22 03:22:34,10.868
2024-03-22 03:22:40,10.842
2024-03-22 03:22:46,10.842
2024-03-22 03:22:52,10.868
2024-03-22 03:22:58,10.877
2024-03-22 03:23:04,10.851
2024-03-22 03:23:10,10.877
2024-03-22 03:23:16,10.817
2024-03-22 03:23:22,10.748
2024-03-22 03:23:28,10.817
2024-03-22 03:23:34,10.851
2024-03-22 03:23:40,10.817
2024-03-22 03:23:46,10.86
2024-03-22 03:23:52,10.808
2024-03-22 03:23:58,10.808
2024-03-22 03:24:04,10.808
2024-03-22 03:24:10,10.817
2024-03-22 03:24:16,10.825
2024-03-22 03:24:22,10.842
2024-03-22 03:24:28,10.842
2024-03-22 03:24:34,10.834
2024-03-22 03:24:40,10.8
2024-03-22 03:24:46,10.817
2024-03-22 03:24:52,10.731
2024-03-22 03:24:58,10.842
2024-03-22 03:25:04,10.825
2024-03-22 03:25:10,10.842
2024-03-22 03:25:16,10.842
2024-03-22 03:25:22,10.808
2024-03-22 03:25:28,10.834
2024-03-22 03:25:34,10.817
2024-03-22 03:25:40,10.8
2024-03-22 03:25:46,10.851
2024-03-22 03:25:52,10.782
2024-03-22 03:25:58,10.817
2024-03-22 03:26:04,10.825
2024-03-22 03:26:10,10.842
2024-03-22 03:26:16,10.782
2024-03-22 03:26:22,10.714
2024-03-22 03:26:28,10.765
2024-03-22 03:26:34,10.74
2024-03-22 03:26:41,10.757
2024-03-22 03:26:48,10.791
2024-03-22 03:26:54,10.757
2024-03-22 03:27:00,10.757
2024-03-22 03:27:06,10.791
2024-03-22 03:27:12,10.791
2024-03-22 03:27:18,10.765
2024-03-22 03:27:24,10.748
2024-03-22 03:27:30,10.774
2024-03-22 03:27:36,10.765
2024-03-22 03:27:42,10.774
2024-03-22 03:27:48,10.825
2024-03-22 03:27:54,10.774
2024-03-22 03:28:00,10.817
2024-03-22 03:28:06,10.782
2024-03-22 03:28:12,10.791
2024-03-22 03:28:18,10.808
2024-03-22 03:28:24,10.782
2024-03-22 03:28:30,10.757
2024-03-22 03:28:36,10.74
2024-03-22 03:28:42,10.791
2024-03-22 03:28:48,10.774
2024-03-22 03:28:54,10.765
2024-03-22 03:29:00,10.791
2024-03-22 03:29:06,10.791
2024-03-22 03:29:12,10.765
2024-03-22 03:29:18,10.774
2024-03-22 03:29:24,10.705
2024-03-22 03:29:30,10.774
2024-03-22 03:29:36,10.782
2024-03-22 03:29:42,10.782
2024-03-22 03:29:48,10.774
2024-03-22 03:29:54,10.748
2024-03-22 03:30:00,10.757
2024-03-22 03:30:06,10.748
2024-03-22 03:30:12,10.782
2024-03-22 03:30:18,10.765
2024-03-22 03:30:24,10.757
2024-03-22 03:30:30,10.757
2024-03-22 03:30:36,10.765
2024-03-22 03:30:42,10.774
2024-03-22 03:30:48,10.774
2024-03-22 03:30:54,10.671
2024-03-22 03:31:00,10.748
2024-03-22 03:31:06,10.731
2024-03-22 03:31:12,10.748
2024-03-22 03:31:18,10.748
2024-03-22 03:31:24,10.74
2024-03-22 03:31:30,10.757
2024-03-22 03:31:36,10.731
2024-03-22 03:31:42,10.74
2024-03-22 03:31:48,10.748
2024-03-22 03:31:54,10.74
2024-03-22 03:32:00,10.731
2024-03-22 03:32:06,10.705
2024-03-22 03:32:12,10.765
2024-03-22 03:32:18,10.757
2024-03-22 03:32:24,10.637
2024-03-22 03:32:30,10.74
2024-03-22 03:32:36,10.705
2024-03-22 03:32:42,10.705
2024-03-22 03:32:48,10.731
2024-03-22 03:32:54,10.731
2024-03-22 03:33:00,10.748
2024-03-22 03:33:06,10.731
2024-03-22 03:33:12,10.74
2024-03-22 03:33:18,10.654
2024-03-22 03:33:24,10.697
2024-03-22 03:33:30,10.74
2024-03-22 03:33:36,10.714
2024-03-22 03:33:42,10.74
2024-03-22 03:33:48,10.731
2024-03-22 03:33:54,10.594
2024-03-22 03:34:00,10.731
2024-03-22 03:34:06,10.714
2024-03-22 03:34:12,10.722
2024-03-22 03:34:18,10.714
2024-03-22 03:34:24,10.722
2024-03-22 03:34:30,10.68
2024-03-22 03:34:36,10.748
2024-03-22 03:34:42,10.731
2024-03-22 03:34:48,10.714
2024-03-22 03:34:54,10.714
2024-03-22 03:35:00,10.731
2024-03-22 03:35:06,10.74
2024-03-22 03:35:12,10.722
2024-03-22 03:35:18,10.714
2024-03-22 03:35:24,10.62
2024-03-22 03:35:30,10.714
2024-03-22 03:35:36,10.705
2024-03-22 03:35:42,10.705
2024-03-22 03:35:48,10.671
2024-03-22 03:35:54,10.714
2024-03-22 03:36:00,10.705
2024-03-22 03:36:06,10.705
2024-03-22 03:36:12,10.714
2024-03-22 03:36:18,10.688
2024-03-22 03:36:24,10.688
2024-03-22 03:36:30,10.688
2024-03-22 03:36:36,10.722
2024-03-22 03:36:42,10.697
2024-03-22 03:36:48,10.705
2024-03-22 03:36:54,10.611
